"_id","location_id","location","lng","lat","centreline_type","centreline_id","px","latest_count_date"
1175,5131,"LESLIE ST AT YORK MILLS RD",-79.3599702259251,43.7529544978379,2,13449822,755,"2022-12-17"
1176,5132,"DEAN PARK RD AT GENERATION BLVD & MEADOWVALE RD (PX 1499)",-79.168787998031,43.8042249972243,2,13442843,1499,"2022-02-15"
1177,5133,"DON MILLS RD AT ST DENNIS DR (PX 621)",-79.3373159951549,43.7165530003692,2,13455359,621,"2010-10-21"
1178,5134,"DON MILLS RD AT LAWRENCE AVE E",-79.3434482925549,43.7371733475081,2,13452266,402,"2023-02-28"
1179,5135,"INGLETON BLVD AT MIDDLEFIELD RD & PASSMORE AVE (PX 1685)",-79.2652439987618,43.8273789964965,2,13441692,1685,"2016-03-09"
1180,5136,"GERRARD ST AT WOODFIELD RD (PX 2599)",-79.323990954187,43.6718441309637,2,13463034,2599,"2020-08-27"
1181,5137,"COXWELL AVE AT DUNDAS ST E",-79.3175385981368,43.668703793255,2,13463537,283,"2022-03-05"
1182,5138,"COXWELL AVE AT EASTWOOD RD & GERRARD ST E (PX 368)",-79.3193090025802,43.6729080017313,2,13462844,368,"2022-06-25"
1183,5139,"COSBURN AVE AT COXWELL AVE (PX 666)",-79.3280180038387,43.6941359955504,2,13459010,666,"2016-05-09"
1184,5140,"ISLINGTON AVE AT LAKE SHORE BLVD & SEVENTH ST (PX 1325)",-79.5052739996386,43.6007609987088,2,13470452,1325,"2016-05-14"
1185,5141,"DUNDAS ST AT ISLINGTON AVE (PX 706)",-79.5263980027481,43.6513609983789,2,13466818,706,"2016-05-14"
1186,5142,"ISLINGTON AVE AT NORSEMAN ST (PX 705)",-79.5191310032807,43.6342169987291,2,13468994,705,"2019-05-22"
1187,5143,"BERING AVE AT ISLINGTON AVE (PX 1088)",-79.521221995033,43.6393769963967,2,13468469,1088,"2014-04-24"
1188,5144,"CENTRAL PARK RDWY AT CORDOVA AVE & ISLINGTON AVE (PX 1771)",-79.5250910003499,43.6483820039012,2,13467331,1771,"2014-04-24"
1189,5145,"ANGLESEY BLVD AT ISLINGTON AVE",-79.5320335166239,43.6642813463374,2,13464763,NA,"2018-11-20"
1190,5146,"ISLINGTON AVE AT SUMMITCREST DR (PX 710)",-79.5405010029913,43.6831880028893,2,13461563,710,"2014-04-29"
1191,5147,"DIXON RD AT ISLINGTON AVE",-79.5467316982141,43.6970494522127,2,13459022,434,"2014-04-29"
1192,5148,"ISLINGTON AVE AT ST ANDREWS BLVD (PX 955)",-79.548676000623,43.7013239986636,2,13458256,955,"2014-04-24"
1193,5149,"FORDWICH CR AT ISLINGTON AVE (PX 1148)",-79.5607550045687,43.7270259960083,2,13454278,1148,"2014-04-29"
1194,5150,"ISLINGTON AVE AT MILADY RD (PX 1198)",-79.5683589949527,43.7522889986634,2,13450370,1198,"2014-06-03"
1195,5151,"BEAUMONDE HEIGHTS DR AT ISLINGTON AVE (PX 1500)",-79.5677450044375,43.7424649961067,2,13451900,1500,"2014-04-29"
1196,5152,"FINCH AVE AT ISLINGTON AVE (PX 947)",-79.5686209941994,43.7462469990544,2,13451305,947,"2014-04-26"
1197,5153,"FINCH AVE W AT HIGHWAY 404 W TCS",-79.3456664510497,43.7947406199859,2,13444148,1182,"2017-12-06"
1198,5154,"FINCH AVE E AT MIDLAND AVE",-79.2862936450959,43.8037518295675,2,13443046,1180,"2016-12-03"
1199,5155,"FINCH AVE E AT SANDHURST CIR E (PX 1380)",-79.2627749943919,43.8088250042136,2,13442585,1380,"2023-02-16"
1200,5156,"FINCH AVE E AT SANDHURST CIR W",-79.27039267947,43.8071868783363,2,13442730,1177,"2015-06-01"
1201,5157,"FINCH AVE E AT MAXOME AVE",-79.3992965492326,43.7833407075069,2,13445652,1645,"2016-11-30"
1202,5158,"FINCH AVE E AT ALAMOSA DR & PINEWAY BLVD",-79.3732872177602,43.7891494099062,2,13444899,999,"2016-11-30"
1203,5159,"BIRMINGHAM ST AT DWIGHT AVE & MURRIE ST (PX 770)",-79.4990060016926,43.6048559955284,2,13470314,770,"2012-10-17"
1204,5160,"DWIGHT AVE AT NEW TORONTO ST & STRUTHERS ST (PX 771)",-79.5003679941074,43.6081380018979,2,13470230,771,"2021-10-21"
1205,5161,"FINCH AVE AT MILVAN DR & RUMIKE RD (PX 811)",-79.5523160037562,43.7499440044301,2,13450665,811,"2010-11-29"
1206,5162,"FINCH AVE AT HUMBERLINE DR (PX 1506)",-79.617876998379,43.7350380044072,2,13453152,1506,"2021-09-30"
1207,5163,"ARDWICK E BLVD AT DUNCANWOODS DR & FINCH AVE (PX 960)",-79.5576329992042,43.7487940005438,2,13450852,960,"2010-07-21"
1208,5164,"FINCH AVE AT NORFINCH DR & OAKDALE RD (PX 870)",-79.5242870010143,43.7559279968767,2,13449708,870,"2019-06-12"
1209,5165,"FINCH AVE AT VIRGILWOOD DR (PX 1221)",-79.4482169963563,43.7728569991906,2,13447120,1221,"2016-11-29"
1210,5166,"FINCH AVE AT MARTIN GROVE RD (PX 992)",-79.5917030015765,43.7367719992734,2,13452853,992,"2016-02-29"
1211,5167,"MIMICO AVE AT ROYAL YORK RD",-79.4967500566672,43.6122359179694,2,13470120,773,"2022-12-13"
1212,5168,"NORSEMAN ST AT ROYAL YORK RD",-79.5070527468084,43.6369443342859,2,13468685,1466,"2022-12-13"
1213,5169,"ROYAL YORK RD AT RENAULT CRES & SUMMITCREST DR",-79.5281677541372,43.6858669408635,2,13461037,1135,"2022-12-10"
1214,5170,"ROYAL YORK RD AT TREHORNE DR (PX 1139)",-79.5301770061636,43.6903969992043,2,13460207,1139,"2022-12-10"
1215,5171,"WOODBINE AVE AT CORLEY AVE & EASTWOOD RD (PX 824)",-79.3089610016237,43.676460001882,2,13462196,824,"2022-02-09"
1216,5172,"LUMSDEN AVE AT MORTIMER AVE & WOODBINE AVE (PX 660)",-79.3158550040526,43.6928050023704,2,13459236,660,"2022-02-16"
1217,5173,"BERRY RD AT PARK LAWN RD",-79.4934277222167,43.6361569489225,2,13468745,1395,"2011-04-21"
1218,5174,"DAWES RD AT SECORD AVE",-79.2972280738854,43.6935420527342,2,13459032,654,"2022-02-10"
1219,5175,"FOXWELL ST AT SCARLETT RD",-79.5016472272597,43.6693721623221,2,13463871,NA,"2021-12-09"
1220,5176,"EDENBRIDGE DR AT SCARLETT RD (PX 783)",-79.5088529978744,43.680766002161,2,13461916,783,"2016-11-29"
1221,5177,"STEELES AVE E AT WAGGONERS WELLS LANE",-79.3659128807327,43.8100148286766,2,14303945,2573,"2023-01-31"
1222,5178,"PICKERING TOWN LINE AT STEELES AVE E & TAUNTON RD",-79.170251592008,43.8554543436635,2,13441579,1690,"2022-12-17"
1223,5179,"HIGHWAY 400 W TCS AT STEELES AVE W",-79.5378086212892,43.7721138580306,2,14303959,1487,"2022-12-10"
1224,5180,"HILDA AVE AT STEELES AVE W",-79.429268508384,43.7960353247839,2,13444138,1115,"2023-05-02"
1225,5181,"ALNESS ST AT STEELES AVE W",-79.481010105643,43.7847089769506,2,13445620,1231,"2022-12-10"
1226,5182,"GIHON SPRING DR AT STEELES AVE W",-79.5970111020757,43.7592791033794,2,13449352,2332,"2021-09-30"
1227,5183,"STEELES AVE W AT 2501 STEELES AVE W",-79.4844606245418,43.783894480082,2,13445720,NA,"2017-06-15"
1228,5184,"STEELES AVE W AT 2375 STEELES AVE W",-79.467805,43.787725,1,30007545,NA,"1996-12-05"
1229,5185,"CHERRY ST S AT LAKE SHORE BLVD (PX 820)",-79.3547989987963,43.6481909977517,2,13466977,820,"2009-11-30"
1230,5186,"CHERRY ST N AT LAKE SHORE BLVD E (PX 1559)",-79.3563429940194,43.6493979968653,2,30003380,1559,"2009-12-01"
1231,5187,"LAKE SHORE BLVD AT LOWER SHERBOURNE ST & SHERBOURNE ST (PX 203)",-79.366098997147,43.6463660024021,2,13467311,203,"2017-09-07"
1232,5188,"LAKE SHORE BLVD AT PARLIAMENT ST (PX 209)",-79.3610430031431,43.6477379964,2,13467067,209,"2012-08-16"
1233,5189,"F G GARDINER EXPY ON/OFF RAMPS AT LAKE SHORE BLVD (PX 1944)",-79.4790200017639,43.6273050002796,2,13469442,1944,"2016-10-06"
1234,5190,"LAKE SHORE BLVD W AT TWENTY SECOND ST & TWENTY THIRD ST",-79.5213184907713,43.5972067223953,2,13470566,238,"2014-01-29"
1235,5192,"LAKE SHORE BLVD W AT SYMONS ST (PX 2135)",-79.4903430040324,43.6085630020967,2,13470205,2135,"2021-12-01"
1236,5193,"LAKE SHORE BLVD AT MIMICO AVE (PX 232)",-79.4893140038908,43.6137790013037,2,13470070,232,"2021-12-15"
1237,5194,"LAKE SHORE BLVD AT WINDERMERE AVE (PX 229)",-79.46814699688,43.6351890029381,2,13468807,229,"2021-09-04"
1238,5195,"ELLIS AVE AT LAKE SHORE BLVD (PX 228)",-79.4652849938289,43.6363540019529,2,13468687,228,"2016-10-04"
1239,5196,"LAKE SHORE BLVD W AT 1491 LAKE SHORE BLVD W",-79.4448355474227,43.6367972653698,2,13468612,NA,"2022-10-06"
1240,5197,"BROW DR AT FORTY FIRST ST & LAKE SHORE BLVD",-79.5449518042921,43.5905158095893,2,13470724,NA,"2012-08-30"
1241,5198,"LAKE SHORE BLVD AT THIRTIETH ST (PX 239)",-79.5297680040575,43.5953230010823,2,13470610,239,"2014-02-18"
1242,5199,"CARLAW AVE AT LAKE SHORE BLVD E (PX 207)",-79.3374340022338,43.6549600017235,2,13465837,207,"2023-02-28"
1243,5200,"LAKE SHORE BLVD W AT SUPERIOR AVE (PX 231)",-79.4886640043143,43.6149489970499,2,13470022,231,"2021-12-02"
1244,5201,"BLACK CREEK DR AT HUMBER BLVD & WESTON RD (PX 577)",-79.4803060038685,43.683357998254,2,13461391,577,"2018-02-15"
1245,5202,"BLACK CREEK DR AT TRETHEWEY DR",-79.4861064324166,43.6946118259552,2,13459347,1420,"2023-03-01"
1246,5203,"BLACK CREEK DR AT TODD BAYLIS BLVD & KEELESDALE PARK (PX 1421)",-79.4838690046604,43.6910680016337,2,13459970,1421,"2019-06-12"
1247,5204,"BLACK CREEK DR AT PHOTOGRAPHY DR (PX 1438)",-79.4816850012521,43.6858640024089,2,13460924,1438,"2019-06-20"
1248,5205,"BROWNS LINE AT VALERMO DR (PX 762)",-79.5471350048376,43.6060240034788,2,13470305,762,"2021-12-14"
1249,5206,"GOVERNMENT RD AT THE KINGSWAY",-79.5148159982359,43.6579990737703,2,13465743,NA,"1995-12-07"
1250,5207,"DOHME AVE AT O CONNOR DR (PX 1720)",-79.3089540054691,43.7105249971081,2,13456270,1720,"2017-06-15"
1251,5208,"FENWOOD HTS AT KINGSTON RD",-79.2297163121813,43.7274642550542,2,13453501,1013,"2022-06-01"
1252,5209,"KINGSTON RD AT MASON RD & WHITECAP BLVD",-79.2219773854807,43.7343500499803,2,13452417,NA,"1995-01-09"
1253,5210,"BEECHGROVE DR AT KINGSTON RD",-79.1735587967373,43.7764956096988,2,13446091,1189,"2011-12-01"
1254,5211,"KINGSTON RD AT RYLANDER BLVD (PX 1531)",-79.1491709999831,43.7970539969475,2,13443507,1531,"2021-08-25"
1255,5212,"CARLINGVIEW DR AT INTERNATIONAL BLVD & RENFORTH DR (PX 1440)",-79.5910629997699,43.6768940004328,2,13462783,1440,"2017-01-07"
1256,5213,"CARLINGVIEW DR AT FASKEN DR (PX 1577)",-79.5977069949153,43.6915089958457,2,13460160,1577,"2017-01-19"
1257,5214,"CONVAIR DR AT RENFORTH DR (PX 1412)",-79.5933009940504,43.6721889956483,2,13463579,1412,"2012-02-16"
1258,5215,"DAVENPORT RD AT UXBRIDGE AVE",-79.4570227458284,43.6701986446,2,13463635,NA,"1995-01-05"
1259,5216,"DAVENPORT RD AT DUPONT ST (PX 382)",-79.4025939989231,43.6758099992938,2,13462552,382,"2022-12-17"
1260,5217,"OXFORD DR AT WESTON RD",-79.4920004206535,43.6879056052387,2,13460565,NA,"2019-06-19"
1261,5218,"LAMBTON AVE AT WESTON RD (PX 578)",-79.4839990028504,43.6842290013814,2,13461238,578,"2019-06-20"
1262,5219,"STARVIEW LANE AT WESTON RD (PX 1227)",-79.5355859938428,43.7263519956312,2,13454328,1227,"2011-04-21"
1263,5220,"GARYRAY DR AT WESTON RD (PX 1679)",-79.5459679969487,43.7676769982551,2,13448098,1679,"2016-10-25"
1264,5221,"ST PHILLIPS RD AT WESTON RD",-79.5323884880808,43.7062882264116,2,13457446,584,"2023-05-02"
1265,5222,"ORMONT DR AT WESTON RD (PX 1226)",-79.5453639940284,43.7648740027282,2,13448484,1226,"2012-04-16"
1266,5223,"ALBION RD AT WESTON RD W TCS (PX 1066)",-79.5390919998526,43.7176549966875,2,13455618,1066,"2016-05-25"
1267,5224,"ALBION RD AT ELMHURST DR (PX 723)",-79.5505650054586,43.7250959971854,2,13454501,723,"2016-05-25"
1268,5225,"ALBION RD AT BENSTROW AVE & SANAGAN RD (PX 1953)",-79.5761790001244,43.7389979976924,2,13452467,1953,"2016-05-25"
1269,5226,"CLEARVIEW HTS E AT TRETHEWEY DR",-79.4785042863217,43.6932467463236,2,13459570,1660,"2023-02-28"
1270,5227,"DANFORTH RD AT 18M S OF WINTER AVE (PX 1509)",-79.2518199951206,43.729250003339,2,13453253,1509,"2016-05-26"
1271,5228,"DANFORTH RD AT FALMOUTH AVE & GLENSHEPHARD DR",-79.2509485725562,43.7305457704823,2,13453079,NA,"2016-05-25"
1272,5229,"DANFORTH RD AT ST CLAIR AVE (PX 392)",-79.2599200047093,43.7168460027539,2,13455129,392,"2017-04-22"
1273,5231,"BASSETT AVE AT VICTORIA PARK AVE & YARDLEY AVE (PX 513)",-79.2980589941606,43.7137780016046,2,13455708,513,"2013-10-15"
1274,5232,"HOLSWADE RD AT SUNRISE AVE & VICTORIA PARK AVE (PX 1581)",-79.3005920042057,43.7197849977026,2,13454774,1581,"2013-03-19"
1275,5233,"CRAIGTON DR & JONESVILLE CR AT VICTORIA PARK AVE (PX 202)",-79.3034699973418,43.7266859970816,2,13453844,202,"2020-03-11"
1276,5234,"ELVASTON DR AT VICTORIA PARK AVE (PX 514)",-79.3049989965803,43.7303840009631,2,13453216,514,"2013-09-25"
1277,5235,"CURLEW DR AT LYNVALLEY CRES & VICTORIA PARK AVE (PX 516)",-79.3118169995071,43.7479620006775,2,13450472,516,"2013-01-29"
1278,5236,"PLEASANT VIEW DR AT VICTORIA PARK AVE",-79.3279335961477,43.7857295162435,2,13445256,NA,"2017-11-28"
1279,5237,"FINCH AVE E AT VICTORIA PARK AVE",-79.331412429486,43.7931064630917,2,13444318,1015,"2016-12-03"
1280,5238,"STEELES AVE E AT VICTORIA PARK AVE",-79.3413178929128,43.8156507542373,2,13442179,1142,"2023-01-31"
1281,5239,"INNISWOOD DR AT PHARMACY AVE (PX 1411)",-79.3031009971535,43.7393509992595,2,13451832,1411,"2018-02-27"
1282,5240,"BRIAN AVE AT PHARMACY AVE (PX 1187)",-79.305836997458,43.7462059987324,2,13450728,1187,"2018-02-27"
1283,5241,"MCNICOLL AVE AT PHARMACY AVE (PX 1241)",-79.330734002608,43.8041220005354,2,13443081,1241,"2018-02-03"
1284,5242,"GLENDINNING AVE AT GORDON BAKER RD & PHARMACY AVE (PX 1429)",-79.3341749986029,43.8117599956864,2,13442443,1429,"2016-09-01"
1285,5243,"EVANS AVE AT HORNER AVE (PX 774)",-79.518846005607,43.6169930013178,2,13469971,774,"2021-12-11"
1286,5244,"HIGHWAY 401 S TCS AT WARDEN AVE (PX 761)",-79.3036299994566,43.7690890033947,2,13447395,761,"2022-02-16"
1287,5245,"HIGHWAY 401 N TCS AT WARDEN AVE (PX 760)",-79.304698006175,43.7716209990205,2,13447007,760,"2022-02-15"
1288,5246,"ASHTONBEE RD AT WARDEN AVE (PX 1377)",-79.2887619943645,43.7307110016848,2,13453141,1377,"2022-02-16"
1289,5247,"WARDEN AVE AT WARDENCOURT DR",-79.3096907071613,43.7825324529095,2,13445596,NA,"1995-01-09"
1290,5248,"EASTERN AVE AT CHERRY ST & SUMACH ST",-79.3586154844438,43.6538614620099,2,13466055,816,"2022-03-24"
1291,5249,"KING ST W AT TECUMSETH ST",-79.4052628636579,43.6434080623668,2,13467795,1716,"2023-02-07"
1292,5250,"ELM ST AT MURRAY ST",-79.3904621766681,43.6561579859578,2,13465774,NA,"1995-10-17"
1293,5251,"ADELAIDE ST AT VICTORIA ST (PX 26)",-79.377244996654,43.6506689963799,2,13466609,26,"2019-04-09"
1294,5252,"ADELAIDE ST AT DUNCAN ST (PX 1266)",-79.3886829979009,43.6482000032607,2,13467056,1266,"2019-04-24"
1295,5253,"ADELAIDE ST AT YORK ST (PX 73)",-79.3841099990904,43.6491880030543,2,13466858,73,"2019-04-09"
1296,5254,"PORTLAND ST AT RICHMOND ST W (PX 1097)",-79.4011270032063,43.6469720005668,2,13467277,1097,"2022-07-06"
1297,5255,"PETER ST AT RICHMOND ST (PX 268)",-79.3932769981614,43.6483929990199,2,13467040,268,"2015-08-18"
1298,5256,"BAY ST AT RICHMOND ST (PX 63)",-79.3813329942442,43.6511699991105,2,13466536,63,"2019-02-02"
1299,5257,"BELLEFAIR AVE AT QUEEN ST E",-79.2998257032976,43.6700721264519,2,13463249,1916,"2017-08-23"
1300,5258,"GLEN MANOR DR AT QUEEN ST E",-79.2927385707595,43.6715833397824,2,13463000,2025,"2018-07-24"
1301,5259,"BEVERLEY ST AT QUEEN ST W",-79.3921559913631,43.6496811491363,2,13466802,NA,"2021-08-12"
1302,5260,"DUNCAN ST AT QUEEN ST W",-79.38947667591,43.6502320207881,2,13466708,NA,"2017-09-19"
1303,5261,"THE QUEENSWAY AT SHERWAY GARDENS RD (PX 887)",-79.5522650039241,43.61506799749,2,14257757,887,"2023-04-01"
1304,5262,"CROATIA ST AT DUFFERIN ST",-79.434745735911,43.6583286812994,2,13465500,NA,"2017-07-18"
1305,5263,"THE QUEENSWAY AT WINDERMERE AVE (PX 562)",-79.4699139976653,43.6372100042194,2,13468605,562,"2021-08-28"
1306,5264,"COLBORNE LODGE DR AT THE QUEENSWAY (PX 560)",-79.4593869984998,43.6395350010386,2,13468360,560,"2021-10-21"
1307,5265,"RONCESVALLES AVE AT KING ST W & QUEEN ST W",-79.4462194215962,43.6387153359734,2,13468436,559,"2022-07-02"
1308,5266,"ATOMIC AVE AT THE QUEENSWAY (PX 570)",-79.5408670031165,43.6177400024466,2,13469954,570,"2023-04-01"
1309,5267,"THE QUEENSWAY AT ZORRA ST (PX 1089)",-79.5223729996602,43.6219289998539,2,13469755,1089,"2016-06-07"
1310,5268,"ST LAWRENCE AVE AT THE QUEENSWAY (PX 636)",-79.5190929977354,43.622643001119,2,13469719,636,"2011-03-28"
1311,5269,"CANMOTOR AVE AT LADY BANK RD & THE QUEENSWAY (PX 1338)",-79.5116890012567,43.6243409965767,2,13469627,1338,"2014-02-18"
1312,5270,"TAYMALL AVE AT THE QUEENSWAY & WADSWORTH BLVD (PX 566)",-79.5072410014352,43.6253250020155,2,13469568,566,"2013-10-15"
1313,5271,"ROYAL YORK RD AT THE QUEENSWAY",-79.5026322873141,43.6263363553122,2,13469508,565,"2022-12-13"
1314,5272,"STEPHEN DR AT THE QUEENSWAY (PX 563)",-79.4842619992109,43.6303809978039,2,13469271,563,"2019-06-20"
1315,5273,"BIRCHMOUNT RD AT MCNICOLL AVE (PX 1413)",-79.3111679978823,43.8086369998735,2,13442651,1413,"2016-12-10"
1316,5274,"JANE ST AT SHEPPARD AVE W (PX 533)",-79.5132209984919,43.7393889956458,2,13452283,533,"2018-04-07"
1317,5275,"FRITH RD AT JANE ST",-79.5150224432943,43.7464624138826,2,13451159,NA,"1995-09-27"
1318,5276,"FIRGROVE N CR AT JANE ST & YEWTREE BLVD (PX 1007)",-79.5170740000326,43.7548540011727,2,13449866,1007,"2014-12-16"
1319,5277,"JANE ST AT YORKGATE MALL N ENTRANCE 55M N OF SAN ROMANO (PX 1731)",-79.5182199949711,43.7594899964267,2,30020928,1731,"2018-04-04"
1320,5278,"JANE ST AT STONG CT & YORK GATE BLVD (PX 972)",-79.5188219994882,43.7619169969071,2,13448840,972,"2014-01-13"
1321,5279,"EVANS AVE AT SHERWAY GT (PX 923)",-79.5564190014934,43.6089890010863,2,13990825,923,"2018-11-20"
1322,5280,"CHURCH ST AT DUNDAS ST E",-79.3771482287617,43.6565011675299,2,13465671,21,"2022-03-05"
1323,5281,"DUNDAS ST E AT SHERBOURNE ST (PX 258)",-79.3710319996975,43.6582939986089,2,13465366,258,"2022-03-05"
1324,5282,"DUNDAS ST AT HIGHWAY 427 W TCS (PX 882)",-79.55889599383,43.6280450000722,2,13469458,882,"2017-12-12"
1325,5283,"CLOVERDALE MALL AT DUNDAS ST & HIGHWAY 427 E TCS (PX 881)",-79.5549370053969,43.6290049986856,2,13469402,881,"2017-04-12"
1326,5285,"DUNDAS ST AT GILMOUR AVE (PX 2084)",-79.4789569968389,43.6655629970045,2,13464453,2084,"2016-05-04"
1327,5286,"DUNDAS ST AT MEDLAND ST",-79.4672355048225,43.6654369380096,2,13464444,NA,"1995-09-11"
1328,5287,"DUNDAS ST W AT INDIAN ROAD CRES",-79.461052998563,43.6651755352273,2,13464480,NA,"2022-12-14"
1329,5288,"BURNHAMTHORPE RD AT CORDOVA AVE & DUNDAS ST (PX 777)",-79.5287490009275,43.6487700014157,2,13467261,777,"2016-05-14"
1330,5289,"DUNDAS ST W AT STERLING RD (PX 2366)",-79.4430229978562,43.6506859967898,2,13466754,2366,"2022-03-02"
1331,5290,"DUNDAS ST W AT MANNING AVE (PX 1878)",-79.4109190051228,43.6513079956027,2,13466586,1878,"2023-02-08"
1332,5291,"BEVERLEY ST AT DUNDAS ST W",-79.3938597234611,43.653823116544,2,13466136,266,"2022-03-05"
1333,5292,"BAY ST AT DUNDAS ST W",-79.3837661930223,43.6557159692698,2,13465822,66,"2022-03-05"
1334,5293,"DUNDAS ST E AT VICTORIA ST (PX 1905)",-79.3795760031552,43.6562910039148,2,13465716,1905,"2022-03-05"
1335,5294,"DUNDAS ST AT NEILSON DR & WEST MALL CRES (PX 883)",-79.5623720043877,43.6273420016154,2,13469498,883,"2018-12-18"
1336,5295,"DUNDAS ST AT POPLAR AVE & SUBWAY CRES (PX 779)",-79.5400880057141,43.6361089996753,2,13468811,779,"2017-06-19"
1337,5296,"DUNDAS ST W AT PRINCE EDWARD DR N (PX 776)",-79.510457003821,43.6606290021569,2,13465297,776,"2022-04-12"
1338,5297,"ELIZABETH ST AT ELM ST",-79.3858846726514,43.6569888964217,2,13465617,NA,"2017-03-06"
1339,5299,"COLLEGE ST AT SHERIDAN AVE",-79.4345845374614,43.6521474318346,2,13466494,NA,"2021-12-09"
1340,5300,"COLLEGE ST AT HURON ST (PX 1725)",-79.3981979999728,43.6582600029405,2,13465434,1725,"2017-01-17"
1341,5301,"FORBES RD AT KENNEDY RD (PX 1722)",-79.2771529964622,43.7554069962173,2,13449279,1722,"2018-12-19"
1342,5302,"ANTRIM CR AT KENNEDY RD & LANSCO RD (PX 1703)",-79.2832500040623,43.7717319996014,2,13446952,1703,"2018-12-19"
1343,5303,"MORNINGSIDE AVE AT WINDERMERE AVE",-79.4783952218388,43.6449400890488,2,13467726,2525,"2023-06-20"
1344,5304,"ARMADALE AVE AT BLOOR ST W (PX 2404)",-79.4829680055117,43.6496870031299,2,13467028,2404,"2022-05-10"
1345,5305,"BLOOR ST AT GLENDONWYNNE RD (PX 1688)",-79.4740889966292,43.6516079990898,2,13466674,1688,"2017-01-12"
1346,5306,"BLOOR ST W AT CLENDENAN AVE (PX 330)",-79.4700310056927,43.6525240026726,2,13466509,330,"2022-03-22"
1347,5307,"BLOOR ST W AT COLBORNE LODGE DR & HIGH PARK (PX 329)",-79.4652970033174,43.6535369994997,2,13466332,329,"2021-08-12"
1348,5308,"BLOOR ST W AT CRAWFORD ST",-79.4220599722745,43.6627783009308,2,13464776,NA,"2021-09-15"
1349,5309,"BLOOR ST AT PRINCE EDWARD DR (PX 337)",-79.5054530027766,43.6486909978685,2,13467231,337,"2022-05-03"
1350,5310,"DANFORTH AVE AT PLAYTER BLVD (PX 477)",-79.3550599997251,43.6769439963627,2,13462247,477,"2022-03-08"
1351,5311,"DANFORTH AVE AT LOGAN AVE (PX 343)",-79.3496230051069,43.6780120005213,2,13462012,343,"2022-03-08"
1352,5312,"DANFORTH AVE AT GOUGH AVE",-79.3462666456617,43.6786695646657,2,13461899,NA,"1995-11-28"
1353,5313,"DANFORTH AVE AT 2681 DANFORTH AVE (CANADIAN TIRE STORE) (PX 1889)",-79.2995280046771,43.6886780024883,1,14066698,1889,"2022-03-08"
1354,5314,"# 2701 KEELE ST AT KEELE ST",-79.4818775086196,43.7258753814611,1,20101797,NA,"1995-02-06"
1355,5315,"BLOOR ST W AT KEELE ST & PARKSIDE DR (PX 328)",-79.4600479973423,43.6547070009503,2,13466139,328,"2022-02-12"
1356,5316,"EGLINTON AVE W AT KEELE ST & TRETHEWEY DR",-79.4750626865986,43.6901653537824,2,13460119,467,"2023-02-28"
1357,5317,"BEECHBOROUGH AVE AT KEELE ST (PX 591)",-79.4748190036293,43.694355997299,2,13459367,591,"2022-02-01"
1358,5318,"KEELE ST AT GULLIVER RD & INGRAM DR (PX 592)",-79.475940995624,43.699309998705,2,13458419,592,"2022-02-01"
1359,5319,"GEORGE ANDERSON DR AT KEELE ST",-79.4773835834682,43.7055943651146,2,13457443,NA,"2012-11-21"
1360,5320,"KEELE ST AT NORTH PARK DR",-79.4786381608872,43.711184754916,2,13456554,NA,"2023-03-28"
1361,5321,"# 2737 KEELE ST AT KEELE ST",-79.4818775086196,43.7258753814611,1,20101797,NA,"1995-02-06"
1362,5322,"MIDLAND AVE AT COPTHORNE AVE & PASSMORE AVE",-79.2949342690737,43.8207076003962,2,13441919,1565,"2023-02-28"
1363,5323,"MIDLAND AVE AT MARCOS BLVD & ROMULUS DR",-79.2630810375234,43.7463779718043,2,13450601,1098,"2016-12-14"
1364,5324,"LOCKIE AVE AT MIDLAND AVE",-79.2800388125542,43.7889332787693,2,13444733,1814,"2013-01-22"
1365,5325,"DAVENPORT RD AT OLD WESTON RD (PX 391)",-79.4623289941322,43.6710199974191,2,13463482,391,"2018-03-24"
1366,5326,"OLD WESTON RD AT ST CLAIR AVE (PX 492)",-79.4630499954062,43.6735359955188,2,13463080,492,"2018-03-24"
1367,5327,"OLD WESTON RD AT TOWNSLEY ST",-79.4631709409349,43.6740300452254,2,13462999,NA,"2015-04-23"
1368,5328,"OLD WESTON RD AT ROGERS RD (PX 1470)",-79.4676749938059,43.6818950037131,2,13461619,1470,"2012-11-15"
1369,5329,"DOVERCOURT RD AT ST ANNES RD",-79.4256313933434,43.6516907107965,2,13466553,NA,"1995-11-02"
1370,5330,"BURNHAMTHORPE RD AT HIGHWAY 427 W TCS (PX 950)",-79.5649549965236,43.6451350019236,1,30136051,950,"2018-03-03"
1371,5331,"BURNHAMTHORPE RD AT THE EAST MALL (PX 948)",-79.5599919958505,43.6463030043403,2,13467689,948,"2016-12-03"
1372,5332,"BURNHAMTHORPE RD AT MARTIN GROVE RD (PX 785)",-79.5489809979942,43.6488059964487,2,13467307,785,"2021-10-28"
1373,5333,"DUPONT ST AT ST GEORGE ST",-79.4036003140794,43.6755947756571,2,13462597,NA,"2018-06-26"
1374,5334,"BRIMLEY RD AT EGLINTON AVE E",-79.2480845806502,43.7366964586415,2,13452119,462,"2023-02-14"
1375,5335,"BRIMLEY RD AT ELLESMERE RD",-79.2613312830442,43.770065339453,2,13447139,NA,"2023-05-10"
1376,5336,"BRIMLEY RD AT SHEPPARD AVE E",-79.2683120384215,43.787578236655,2,13444901,1109,"2019-12-05"
